Time [s],Value,Parity Error,Framing Error
0.003409120000000, ,,
0.003504480000000,@,,
0.003599840000000,\xD5,,
0.003695200000000,\xC5,,
0.003790560000000,\xEB,,
0.003885920000000,\xD5,,
0.003981440000000,E,,
0.004076800000000,U,,
0.004172160000000,\xA8,,
0.004267520000000,\xC5,,
0.004362880000000,\xDC,,
0.004458400000000,\xD5,,
0.004553760000000,\xDC,,
0.004649120000000,U,,
0.004744480000000,\xDC,,
0.004839840000000,\xC5,,
0.004935200000000,\xDC,,
0.005030720000000,\xD5,,
0.005126080000000,\xDC,,
0.005221440000000,U,,
0.005316800000000,\xDC,,
0.005412160000000,\xC5,,
0.005507680000000,\xDC,,
0.005603040000000,\xD5,,
0.005698400000000,\xDC,,
0.005793760000000,U,,
0.005889120000000,\xDC,,
0.005984480000000,\x05,,
0.006080000000000,\xDC,,
0.006175360000000,\x05,,
0.006270720000000,\x94,,
0.006366080000000,\xEC,,
0.007408960000000, ,,
0.007504320000000,@,,
0.007599840000000,\xD5,,
0.007695200000000,\xC5,,
0.007790560000000,\xEB,,
0.007885920000000,\xD5,,
0.007981280000000,E,,
0.008076800000000,U,,
0.008172160000000,\xA8,,
0.008267520000000,\xC5,,
0.008362880000000,\xDC,,
0.008458240000000,\xD5,,
0.008553600000000,\xDC,,
0.008649120000000,U,,
0.008744480000000,\xDC,,
0.008839840000000,\xC5,,
0.008935200000000,\xDC,,
0.009030560000000,\xD5,,
0.009126080000000,\xDC,,
0.009221440000000,U,,
0.009316800000000,\xDC,,
0.009412160000000,\xC5,,
0.009507520000000,\xDC,,
0.009602880000000,\xD5,,
0.009698400000000,\xDC,,
0.009793760000000,U,,
0.009889120000000,\xDC,,
0.009984480000000,\x05,,
0.010079840000000,\xDC,,
0.010175360000000,\x05,,
0.010270720000000,\x94,,
0.010366080000000,\xEC,,
0.011408960000000, ,,
0.011504320000000,@,,
0.011599680000000,\xD5,,
0.011695200000000,\xC5,,
0.011790560000000,\xEB,,
0.011885920000000,\xD5,,
0.011981280000000,E,,
0.012076640000000,U,,
0.012172000000000,\xA8,,
0.012267520000000,\xC5,,
0.012362880000000,\xDC,,
0.012458240000000,\xD5,,
0.012553600000000,\xDC,,
0.012648960000000,U,,
0.012744480000000,\xDC,,
0.012839840000000,\xC5,,
0.012935200000000,\xDC,,
0.013030560000000,\xD5,,
0.013125920000000,\xDC,,
0.013221280000000,U,,
0.013316800000000,\xDC,,
0.013412160000000,\xC5,,
0.013507520000000,\xDC,,
0.013602880000000,\xD5,,
0.013698240000000,\xDC,,
0.013793760000000,U,,
0.013889120000000,\xDC,,
0.013984480000000,\x05,,
0.014079840000000,\xDC,,
0.014175200000000,\x05,,
0.014270560000000,\x94,,
0.014366080000000,\xEC,,
0.015408800000000, ,,
0.015504160000000,@,,
0.015599680000000,\xD5,,
0.015695040000000,\xC5,,
0.015790400000000,\xEB,,
0.015885760000000,\xD5,,
0.015981120000000,E,,
0.016076640000000,U,,
0.016172000000000,\xA8,,
0.016267360000000,\xC5,,
0.016362720000000,\xDC,,
0.016458080000000,\xD5,,
0.016553440000000,\xDC,,
0.016648960000000,U,,
0.016744320000000,\xDC,,
0.016839680000000,\xC5,,
0.016935040000000,\xDC,,
0.017030400000000,\xD5,,
0.017125920000000,\xDC,,
0.017221280000000,U,,
0.017316640000000,\xDC,,
0.017412000000000,\xC5,,
0.017507360000000,\xDC,,
0.017602720000000,\xD5,,
0.017698240000000,\xDC,,
0.017793600000000,U,,
0.017888960000000,\xDC,,
0.017984320000000,\x05,,
0.018079680000000,\xDC,,
0.018175040000000,\x05,,
0.018270560000000,\x94,,
0.018365920000000,\xEC,,
0.019408800000000, ,,
0.019504160000000,@,,
0.019599520000000,\xD5,,
0.019694880000000,\xC5,,
0.019790240000000,\xEB,,
0.019885760000000,\xD5,,
0.019981120000000,E,,
0.020076480000000,U,,
0.020171840000000,\xA8,,
0.020267200000000,\xC5,,
0.020362720000000,\xDC,,
0.020458080000000,\xD5,,
0.020553440000000,\xDC,,
0.020648800000000,U,,
0.020744160000000,\xDC,,
0.020839520000000,\xC5,,
0.020935040000000,\xDC,,
0.021030400000000,\xD5,,
0.021125760000000,\xDC,,
0.021221120000000,U,,
0.021316480000000,\xDC,,
0.021412000000000,\xC5,,
0.021507360000000,\xDC,,
0.021602720000000,\xD5,,
0.021698080000000,\xDC,,
0.021793440000000,U,,
0.021888800000000,\xDC,,
0.021984320000000,\x05,,
0.022079680000000,\xDC,,
0.022175040000000,\x05,,
0.022270400000000,\x94,,
0.022365760000000,\xEC,,
0.023418720000000, ,,
0.023514080000000,@,,
0.023609440000000,\xD5,,
0.023704800000000,\xC5,,
0.023800160000000,\xEB,,
0.023895680000000,\xD5,,
0.023991040000000,E,,
0.024086400000000,U,,
0.024181760000000,\xA8,,
0.024277120000000,\xC5,,
0.024372480000000,\xDC,,
0.024468000000000,\xD5,,
0.024563360000000,\xDC,,
0.024658720000000,U,,
0.024754080000000,\xDC,,
0.024849440000000,\xC5,,
0.024944960000000,\xDC,,
0.025040320000000,\xD5,,
0.025135680000000,\xDC,,
0.025231040000000,U,,
0.025326400000000,\xDC,,
0.025421760000000,\xC5,,
0.025517280000000,\xDC,,
0.025612640000000,\xD5,,
0.025708000000000,\xDC,,
0.025803360000000,U,,
0.025898720000000,\xDC,,
0.025994080000000,\x05,,
0.026089600000000,\xDC,,
0.026184960000000,\x05,,
0.026280320000000,\x94,,
0.026375680000000,\xEC,,
0.027408640000000, ,,
0.027504000000000,@,,
0.027599360000000,\xD5,,
0.027694880000000,\xC5,,
0.027790240000000,\xEB,,
0.027885600000000,\xD5,,
0.027980960000000,E,,
0.028076320000000,U,,
0.028171840000000,\xA8,,
0.028267200000000,\xC5,,
0.028362560000000,\xDC,,
0.028457920000000,\xD5,,
0.028553280000000,\xDC,,
0.028648640000000,U,,
0.028744160000000,\xDC,,
0.028839520000000,\xC5,,
0.028934880000000,\xDC,,
0.029030240000000,\xD5,,
0.029125600000000,\xDC,,
0.029221120000000,U,,
0.029316480000000,\xDC,,
0.029411840000000,\xC5,,
0.029507200000000,\xDC,,
0.029602560000000,\xD5,,
0.029697920000000,\xDC,,
0.029793440000000,U,,
0.029888800000000,\xDC,,
0.029984160000000,\x05,,
0.030079520000000,\xDC,,
0.030174880000000,\x05,,
0.030270240000000,\x94,,
0.030365760000000,\xEC,,
0.031408640000000, ,,
0.031504000000000,@,,
0.031599360000000,\xD5,,
0.031694720000000,\xC5,,
0.031790240000000,\xEB,,
0.031885600000000,\xD5,,
0.031980960000000,E,,
0.032076320000000,U,,
0.032171680000000,\xA8,,
0.032267040000000,\xC5,,
0.032362560000000,\xDC,,
0.032457920000000,\xD5,,
0.032553280000000,\xDC,,
0.032648640000000,U,,
0.032744000000000,\xDC,,
0.032839360000000,\xC5,,
0.032934880000000,\xDC,,
0.033030240000000,\xD5,,
0.033125600000000,\xDC,,
0.033220960000000,U,,
0.033316320000000,\xDC,,
0.033411840000000,\xC5,,
0.033507200000000,\xDC,,
0.033602560000000,\xD5,,
0.033697920000000,\xDC,,
0.033793280000000,U,,
0.033888640000000,\xDC,,
0.033984160000000,\x05,,
0.034079520000000,\xDC,,
0.034174880000000,\x05,,
0.034270240000000,\x94,,
0.034365600000000,\xEC,,
0.035409440000000, ,,
0.035504800000000,@,,
0.035600160000000,\xD5,,
0.035695520000000,\xC5,,
0.035790880000000,\xEB,,
0.035886400000000,\xD5,,
0.035981760000000,E,,
0.036077120000000,U,,
0.036172480000000,\xA8,,
0.036267840000000,\xC5,,
0.036363360000000,\xDC,,
0.036458720000000,\xD5,,
0.036554080000000,\xDC,,
0.036649440000000,U,,
0.036744800000000,\xDC,,
0.036840160000000,\xC5,,
0.036935680000000,\xDC,,
0.037031040000000,\xD5,,
0.037126400000000,\xDC,,
0.037221760000000,U,,
0.037317120000000,\xDC,,
0.037412640000000,\xC5,,
0.037508000000000,\xDC,,
0.037603360000000,\xD5,,
0.037698720000000,\xDC,,
0.037794080000000,U,,
0.037889440000000,\xDC,,
0.037984960000000,\x05,,
0.038080320000000,\xDC,,
0.038175680000000,\x05,,
0.038271040000000,\x94,,
0.038366400000000,\xEC,,
0.039408480000000, ,,
0.039503840000000,@,,
0.039599200000000,\xD5,,
0.039694560000000,\xC5,,
0.039789920000000,\xEB,,
0.039885440000000,\xD5,,
0.039980800000000,E,,
0.040076160000000,U,,
0.040171520000000,\xA8,,
0.040266880000000,\xC5,,
0.040362400000000,\xDC,,
0.040457760000000,\xD5,,
0.040553120000000,\xDC,,
0.040648480000000,U,,
0.040743840000000,\xDC,,
0.040839200000000,\xC5,,
0.040934720000000,\xDC,,
0.041030080000000,\xD5,,
0.041125440000000,\xDC,,
0.041220800000000,U,,
0.041316160000000,\xDC,,
0.041411680000000,\xC5,,
0.041507040000000,\xDC,,
0.041602400000000,\xD5,,
0.041697760000000,\xDC,,
0.041793120000000,U,,
0.041888480000000,\xDC,,
0.041984000000000,\x05,,
0.042079360000000,\xDC,,
0.042174720000000,\x05,,
0.042270080000000,\x94,,
0.042365440000000,\xEC,,
0.043408320000000, ,,
0.043503680000000,@,,
0.043599040000000,\xD5,,
0.043694560000000,\xC5,,
0.043789920000000,\xEB,,
0.043885280000000,\xD5,,
0.043980640000000,E,,
0.044076000000000,U,,
0.044171520000000,\xA8,,
0.044266880000000,\xC5,,
0.044362240000000,\xDC,,
0.044457600000000,\xD5,,
0.044552960000000,\xDC,,
0.044648320000000,U,,
0.044743840000000,\xDC,,
0.044839200000000,\xC5,,
0.044934560000000,\xDC,,
0.045029920000000,\xD5,,
0.045125280000000,\xDC,,
0.045220800000000,U,,
0.045316160000000,\xDC,,
0.045411520000000,\xC5,,
0.045506880000000,\xDC,,
0.045602240000000,\xD5,,
0.045697600000000,\xDC,,
0.045793120000000,U,,
0.045888480000000,\xDC,,
0.045983840000000,\x05,,
0.046079200000000,\xDC,,
0.046174560000000,\x05,,
0.046270080000000,\x94,,
0.046365440000000,\xEC,,
0.047408320000000, ,,
0.047503680000000,@,,
0.047599040000000,\xD5,,
0.047694400000000,\xC5,,
0.047789760000000,\xEB,,
0.047885280000000,\xD5,,
0.047980640000000,E,,
0.048076000000000,U,,
0.048171360000000,\xA8,,
0.048266720000000,\xC5,,
0.048362240000000,\xDC,,
0.048457600000000,\xD5,,
0.048552960000000,\xDC,,
0.048648320000000,U,,
0.048743680000000,\xDC,,
0.048839040000000,\xC5,,
0.048934560000000,\xDC,,
0.049029920000000,\xD5,,
0.049125280000000,\xDC,,
0.049220640000000,U,,
0.049316000000000,\xDC,,
0.049411520000000,\xC5,,
0.049506880000000,\xDC,,
0.049602240000000,\xD5,,
0.049697600000000,\xDC,,
0.049792960000000,U,,
0.049888320000000,\xDC,,
0.049983840000000,\x05,,
0.050079200000000,\xDC,,
0.050174560000000,\x05,,
0.050269920000000,\x94,,
0.050365280000000,\xEC,,
0.051408160000000, ,,
0.051503520000000,@,,
0.051599040000000,\xD5,,
0.051694400000000,\xC5,,
0.051789760000000,\xEB,,
0.051885120000000,\xD5,,
0.051980480000000,E,,
0.052075840000000,U,,
0.052171360000000,\xA8,,
0.052266720000000,\xC5,,
0.052362080000000,\xDC,,
0.052457440000000,\xD5,,
0.052552800000000,\xDC,,
0.052648320000000,U,,
0.052743680000000,\xDC,,
0.052839040000000,\xC5,,
0.052934400000000,\xDC,,
0.053029760000000,\xD5,,
0.053125120000000,\xDC,,
0.053220640000000,U,,
0.053316000000000,\xDC,,
0.053411360000000,\xC5,,
0.053506720000000,\xDC,,
0.053602080000000,\xD5,,
0.053697600000000,\xDC,,
0.053792960000000,U,,
0.053888320000000,\xDC,,
0.053983680000000,\x05,,
0.054079040000000,\xDC,,
0.054174400000000,\x05,,
0.054269920000000,\x94,,
0.054365280000000,\xEC,,
0.055408160000000, ,,
0.055503520000000,@,,
0.055599040000000,\xD5,,
0.055694400000000,\xC5,,
0.055789760000000,\xEB,,
0.055885120000000,\xD5,,
0.055980480000000,E,,
0.056075840000000,U,,
0.056171360000000,\xA8,,
0.056266720000000,\xC5,,
0.056362080000000,\xDC,,
0.056457440000000,\xD5,,
0.056552800000000,\xDC,,
0.056648320000000,U,,
0.056743680000000,\xDC,,
0.056839040000000,\xC5,,
0.056934400000000,\xDC,,
0.057029760000000,\xD5,,
0.057125120000000,\xDC,,
0.057220640000000,U,,
0.057316000000000,\xDC,,
0.057411360000000,\xC5,,
0.057506720000000,\xDC,,
0.057602080000000,\xD5,,
0.057697440000000,\xDC,,
0.057792960000000,U,,
0.057888320000000,\xDC,,
0.057983680000000,\x05,,
0.058079040000000,\xDC,,
0.058174400000000,\x05,,
0.058269920000000,\x94,,
0.058365280000000,\xEC,,
0.059408160000000, ,,
0.059503520000000,@,,
0.059598880000000,\xD5,,
0.059694240000000,\xC5,,
0.059789600000000,\xEB,,
0.059885120000000,\xD5,,
0.059980480000000,E,,
0.060075840000000,U,,
0.060171200000000,\xA8,,
0.060266560000000,\xC5,,
0.060362080000000,\xDC,,
0.060457440000000,\xD5,,
0.060552800000000,\xDC,,
0.060648160000000,U,,
0.060743520000000,\xDC,,
0.060838880000000,\xC5,,
0.060934400000000,\xDC,,
0.061029760000000,\xD5,,
0.061125120000000,\xDC,,
0.061220480000000,U,,
0.061315840000000,\xDC,,
0.061411360000000,\xC5,,
0.061506720000000,\xDC,,
0.061602080000000,\xD5,,
0.061697440000000,\xDC,,
0.061792800000000,U,,
0.061888160000000,\xDC,,
0.061983680000000,\x05,,
0.062079040000000,\xDC,,
0.062174400000000,\x05,,
0.062269760000000,\x94,,
0.062365120000000,\xEC,,
0.063408000000000, ,,
0.063503360000000,@,,
0.063598720000000,\xD5,,
0.063694240000000,\xC5,,
0.063789600000000,\xEB,,
0.063884960000000,\xD5,,
0.063980320000000,E,,
0.064075680000000,U,,
0.064171200000000,\xA8,,
0.064266560000000,\xC5,,
0.064361920000000,\xDC,,
0.064457280000000,\xD5,,
0.064552640000000,\xDC,,
0.064648000000000,U,,
0.064743520000000,\xDC,,
0.064838880000000,\xC5,,
0.064934240000000,\xDC,,
0.065029600000000,\xD5,,
0.065124960000000,\xDC,,
0.065220480000000,U,,
0.065315840000000,\xDC,,
0.065411200000000,\xC5,,
0.065506560000000,\xDC,,
0.065601920000000,\xD5,,
0.065697280000000,\xDC,,
0.065792800000000,U,,
0.065888160000000,\xDC,,
0.065983520000000,\x05,,
0.066078880000000,\xDC,,
0.066174240000000,\x05,,
0.066269760000000,\x94,,
0.066365120000000,\xEC,,
0.067417600000000, ,,
0.067512960000000,@,,
0.067608320000000,\xD5,,
0.067703680000000,\xC5,,
0.067799040000000,\xEB,,
0.067894560000000,\xD5,,
0.067989920000000,E,,
0.068085280000000,U,,
0.068180640000000,\xA8,,
0.068276000000000,\xC5,,
0.068371520000000,\xDC,,
0.068466880000000,\xD5,,
0.068562240000000,\xDC,,
0.068657600000000,U,,
0.068752960000000,\xDC,,
0.068848320000000,\xC5,,
0.068943840000000,\xDC,,
0.069039200000000,\xD5,,
0.069134560000000,\xDC,,
0.069229920000000,U,,
0.069325280000000,\xDC,,
0.069420640000000,\xC5,,
0.069516160000000,\xDC,,
0.069611520000000,\xD5,,
0.069706880000000,\xDC,,
0.069802240000000,U,,
0.069897600000000,\xDC,,
0.069993120000000,\x05,,
0.070088480000000,\xDC,,
0.070183840000000,\x05,,
0.070279200000000,\x94,,
0.070374560000000,\xEC,,
0.071423520000000, ,,
0.071518880000000,@,,
0.071614240000000,\xD5,,
0.071709600000000,\xC5,,
0.071805120000000,\xEB,,
0.071900480000000,\xD5,,
0.071995840000000,E,,
0.072091200000000,U,,
0.072186560000000,\xA8,,
0.072281920000000,\xC5,,
0.072377440000000,\xDC,,
0.072472800000000,\xD5,,
0.072568160000000,\xDC,,
0.072663520000000,U,,
0.072758880000000,\xDC,,
0.072854400000000,\xC5,,
0.072949760000000,\xDC,,
0.073045120000000,\xD5,,
0.073140480000000,\xDC,,
0.073235840000000,U,,
0.073331200000000,\xDC,,
0.073426720000000,\xC5,,
0.073522080000000,\xDC,,
0.073617440000000,\xD5,,
0.073712800000000,\xDC,,
0.073808160000000,U,,
0.073903520000000,\xDC,,
0.073999040000000,\x05,,
0.074094400000000,\xDC,,
0.074189760000000,\x05,,
0.074285120000000,\x94,,
0.074380480000000,\xEC,,
0.075407840000000, ,,
0.075503200000000,@,,
0.075598560000000,\xD5,,
0.075693920000000,\xC5,,
0.075789280000000,\xEB,,
0.075884640000000,\xD5,,
0.075980160000000,E,,
0.076075520000000,U,,
0.076170880000000,\xA8,,
0.076266240000000,\xC5,,
0.076361600000000,\xDC,,
0.076456960000000,\xD5,,
0.076552480000000,\xDC,,
0.076647840000000,U,,
0.076743200000000,\xDC,,
0.076838560000000,\xC5,,
0.076933920000000,\xDC,,
0.077029440000000,\xD5,,
0.077124800000000,\xDC,,
0.077220160000000,U,,
0.077315520000000,\xDC,,
0.077410880000000,\xC5,,
0.077506240000000,\xDC,,
0.077601760000000,\xD5,,
0.077697120000000,\xDC,,
0.077792480000000,U,,
0.077887840000000,\xDC,,
0.077983200000000,\x05,,
0.078078720000000,\xDC,,
0.078174080000000,\x05,,
0.078269440000000,\x94,,
0.078364800000000,\xEC,,
0.079407680000000, ,,
0.079503040000000,@,,
0.079598400000000,\xD5,,
0.079693920000000,\xC5,,
0.079789280000000,\xEB,,
0.079884640000000,\xD5,,
0.079980000000000,E,,
0.080075360000000,U,,
0.080170880000000,\xA8,,
0.080266240000000,\xC5,,
0.080361600000000,\xDC,,
0.080456960000000,\xD5,,
0.080552320000000,\xDC,,
0.080647680000000,U,,
0.080743200000000,\xDC,,
0.080838560000000,\xC5,,
0.080933920000000,\xDC,,
0.081029280000000,\xD5,,
0.081124640000000,\xDC,,
0.081220160000000,U,,
0.081315520000000,\xDC,,
0.081410880000000,\xC5,,
0.081506240000000,\xDC,,
0.081601600000000,\xD5,,
0.081696960000000,\xDC,,
0.081792480000000,U,,
0.081887840000000,\xDC,,
0.081983200000000,\x05,,
0.082078560000000,\xDC,,
0.082173920000000,\x05,,
0.082269280000000,\x94,,
0.082364800000000,\xEC,,
0.083407680000000, ,,
0.083503040000000,@,,
0.083598400000000,\xD5,,
0.083693760000000,\xC5,,
0.083789120000000,\xEB,,
0.083884640000000,\xD5,,
0.083980000000000,E,,
0.084075360000000,U,,
0.084170720000000,\xA8,,
0.084266080000000,\xC5,,
0.084361440000000,\xDC,,
0.084456960000000,\xD5,,
0.084552320000000,\xDC,,
0.084647680000000,U,,
0.084743040000000,\xDC,,
0.084838400000000,\xC5,,
0.084933920000000,\xDC,,
0.085029280000000,\xD5,,
0.085124640000000,\xDC,,
0.085220000000000,U,,
0.085315360000000,\xDC,,
0.085410720000000,\xC5,,
0.085506240000000,\xDC,,
0.085601600000000,\xD5,,
0.085696960000000,\xDC,,
0.085792320000000,U,,
0.085887680000000,\xDC,,
0.085983200000000,\x05,,
0.086078560000000,\xDC,,
0.086173920000000,\x05,,
0.086269280000000,\x94,,
0.086364640000000,\xEC,,
0.087408800000000, ,,
0.087504320000000,@,,
0.087599680000000,\xD5,,
0.087695040000000,\xC5,,
0.087790400000000,\xEB,,
0.087885760000000,\xD5,,
0.087981280000000,E,,
0.088076640000000,U,,
0.088172000000000,\xA8,,
0.088267360000000,\xC5,,
0.088362720000000,\xDC,,
0.088458080000000,\xD5,,
0.088553600000000,\xDC,,
0.088648960000000,U,,
0.088744320000000,\xDC,,
0.088839680000000,\xC5,,
0.088935040000000,\xDC,,
0.089030560000000,\xD5,,
0.089125920000000,\xDC,,
0.089221280000000,U,,
0.089316640000000,\xDC,,
0.089412000000000,\xC5,,
0.089507360000000,\xDC,,
0.089602880000000,\xD5,,
0.089698240000000,\xDC,,
0.089793600000000,U,,
0.089888960000000,\xDC,,
0.089984320000000,\x05,,
0.090079840000000,\xDC,,
0.090175200000000,\x05,,
0.090270560000000,\x94,,
0.090365920000000,\xEC,,
0.091407520000000, ,,
0.091502880000000,@,,
0.091598240000000,\xD5,,
0.091693600000000,\xC5,,
0.091789120000000,\xEB,,
0.091884480000000,\xD5,,
0.091979840000000,E,,
0.092075200000000,U,,
0.092170560000000,\xA8,,
0.092265920000000,\xC5,,
0.092361440000000,\xDC,,
0.092456800000000,\xD5,,
0.092552160000000,\xDC,,
0.092647520000000,U,,
0.092742880000000,\xDC,,
0.092838400000000,\xC5,,
0.092933760000000,\xDC,,
0.093029120000000,\xD5,,
0.093124480000000,\xDC,,
0.093219840000000,U,,
0.093315360000000,\xDC,,
0.093410720000000,\xC5,,
0.093506080000000,\xDC,,
0.093601440000000,\xD5,,
0.093696800000000,\xDC,,
0.093792160000000,U,,
0.093887680000000,\xDC,,
0.093983040000000,\x05,,
0.094078400000000,\xDC,,
0.094173760000000,\x05,,
0.094269120000000,\x94,,
0.094364640000000,\xEC,,
0.095407520000000, ,,
0.095502880000000,@,,
0.095598240000000,\xD5,,
0.095693600000000,\xC5,,
0.095788960000000,\xEB,,
0.095884320000000,\xD5,,
0.095979840000000,E,,
0.096075200000000,U,,
0.096170560000000,\xA8,,
0.096265920000000,\xC5,,
0.096361280000000,\xDC,,
0.096456800000000,\xD5,,
0.096552160000000,\xDC,,
0.096647520000000,U,,
0.096742880000000,\xDC,,
0.096838240000000,\xC5,,
0.096933600000000,\xDC,,
0.097029120000000,\xD5,,
0.097124480000000,\xDC,,
0.097219840000000,U,,
0.097315200000000,\xDC,,
0.097410560000000,\xC5,,
0.097505920000000,\xDC,,
0.097601440000000,\xD5,,
0.097696800000000,\xDC,,
0.097792160000000,U,,
0.097887520000000,\xDC,,
0.097982880000000,\x05,,
0.098078400000000,\xDC,,
0.098173760000000,\x05,,
0.098269120000000,\x94,,
0.098364480000000,\xEC,,
0.099407360000000, ,,
0.099502720000000,@,,
0.099598080000000,\xD5,,
0.099693600000000,\xC5,,
0.099788960000000,\xEB,,
0.099884320000000,\xD5,,
0.099979680000000,E,,
0.100075040000000,U,,
0.100170560000000,\xA8,,
0.100265920000000,\xC5,,
0.100361280000000,\xDC,,
0.100456640000000,\xD5,,
0.100552000000000,\xDC,,
0.100647360000000,U,,
0.100742880000000,\xDC,,
0.100838240000000,\xC5,,
0.100933600000000,\xDC,,
0.101028960000000,\xD5,,
0.101124320000000,\xDC,,
0.101219840000000,U,,
0.101315200000000,\xDC,,
0.101410560000000,\xC5,,
0.101505920000000,\xDC,,
0.101601280000000,\xD5,,
0.101696640000000,\xDC,,
0.101792160000000,U,,
0.101887520000000,\xDC,,
0.101982880000000,\x05,,
0.102078240000000,\xDC,,
0.102173600000000,\x05,,
0.102268960000000,\x94,,
0.102364480000000,\xEC,,
0.103407200000000, ,,
0.103502720000000,@,,
0.103598080000000,\xD5,,
0.103693440000000,\xC5,,
0.103788800000000,\xEB,,
0.103884160000000,\xD5,,
0.103979680000000,E,,
0.104075040000000,U,,
0.104170400000000,\xA8,,
0.104265760000000,\xC5,,
0.104361120000000,\xDC,,
0.104456480000000,\xD5,,
0.104552000000000,\xDC,,
0.104647360000000,U,,
0.104742720000000,\xDC,,
0.104838080000000,\xC5,,
0.104933440000000,\xDC,,
0.105028960000000,\xD5,,
0.105124320000000,\xDC,,
0.105219680000000,U,,
0.105315040000000,\xDC,,
0.105410400000000,\xC5,,
0.105505760000000,\xDC,,
0.105601280000000,\xD5,,
0.105696640000000,\xDC,,
0.105792000000000,U,,
0.105887360000000,\xDC,,
0.105982720000000,\x05,,
0.106078080000000,\xDC,,
0.106173600000000,\x05,,
0.106268960000000,\x94,,
0.106364320000000,\xEC,,
0.107407200000000, ,,
0.107502560000000,@,,
0.107598080000000,\xD5,,
0.107693440000000,\xC5,,
0.107788800000000,\xEB,,
0.107884160000000,\xD5,,
0.107979520000000,E,,
0.108074880000000,U,,
0.108170400000000,\xA8,,
0.108265760000000,\xC5,,
0.108361120000000,\xDC,,
0.108456480000000,\xD5,,
0.108551840000000,\xDC,,
0.108647360000000,U,,
0.108742720000000,\xDC,,
0.108838080000000,\xC5,,
0.108933440000000,\xDC,,
0.109028800000000,\xD5,,
0.109124160000000,\xDC,,
0.109219680000000,U,,
0.109315040000000,\xDC,,
0.109410400000000,\xC5,,
0.109505760000000,\xDC,,
0.109601120000000,\xD5,,
0.109696480000000,\xDC,,
0.109792000000000,U,,
0.109887360000000,\xDC,,
0.109982720000000,\x05,,
0.110078080000000,\xDC,,
0.110173440000000,\x05,,
0.110268960000000,\x94,,
0.110364320000000,\xEC,,
0.111417600000000, ,,
0.111512960000000,@,,
0.111608320000000,\xD5,,
0.111703680000000,\xC5,,
0.111799040000000,\xEB,,
0.111894560000000,\xD5,,
0.111989920000000,E,,
0.112085280000000,U,,
0.112180640000000,\xA8,,
0.112276000000000,\xC5,,
0.112371520000000,\xDC,,
0.112466880000000,\xD5,,
0.112562240000000,\xDC,,
0.112657600000000,U,,
0.112752960000000,\xDC,,
0.112848320000000,\xC5,,
0.112943840000000,\xDC,,
0.113039200000000,\xD5,,
0.113134560000000,\xDC,,
0.113229920000000,U,,
0.113325280000000,\xDC,,
0.113420640000000,\xC5,,
0.113516160000000,\xDC,,
0.113611520000000,\xD5,,
0.113706880000000,\xDC,,
0.113802240000000,U,,
0.113897600000000,\xDC,,
0.113993120000000,\x05,,
0.114088480000000,\xDC,,
0.114183840000000,\x05,,
0.114279200000000,\x94,,
0.114374560000000,\xEC,,
0.115408480000000, ,,
0.115504000000000,@,,
0.115599360000000,\xD5,,
0.115694720000000,\xC5,,
0.115790080000000,\xEB,,
0.115885440000000,\xD5,,
0.115980960000000,E,,
0.116076320000000,U,,
0.116171680000000,\xA8,,
0.116267040000000,\xC5,,
